Consent,Role,Industry/Company,Company_Size,Sentiment,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Overall,Behavior (Q1-Q6),Emotion (Q7-Q12),Decision (Q13-Q21)
TRUE,CEO,IT,Medium: 50 to 249 employees,0.12,0.7,0.4,0.6,0.7,0.4,0.4,0.3,0.5,0.6,1,0.8,0.7,0.4,0.4,0.7,-0.1,0.2,-0.1,0.3,0.1,0.1,0.39,0.53,0.65,0.27
TRUE,R&D,Healthcare,Small: 10 to 49 employees,0,0.2,0.2,0.7,0,0.7,-0.1,0.4,0.6,0.6,0.3,0.6,0.4,0.6,0.5,0.2,0.6,0.4,0.6,0.5,0.5,0.7,0.38,0.28,0.48,0.50
TRUE,Legal,Retail,Large: 250 or more employees,0,-0.3,0.4,0.7,0.5,0.3,0.5,0.6,0.5,0.6,0.4,0.6,0,0.4,0.5,0.6,0.4,0.5,0.6,0.4,0.5,0.5,0.38,0.35,0.45,0.44
TRUE,CIO,Finance,Small: 10 to 49 employees,0,0.3,-0.1,0.3,0,0.6,0.8,0.7,0.4,0.5,0.3,0.5,0.8,0.4,0.3,0.6,0.3,0.7,0.5,0.3,0.4,0.5,0.38,0.32,0.53,0.48
TRUE,Legal,Healthcare,Small: 10 to 49 employees,0.2,0.3,-0.2,0.4,0.7,0.5,0.7,0.4,0.6,0.4,0.7,0.4,0.6,0.8,0.5,0.8,0.4,0,0.4,0,0,0,0.38,0.40,0.52,0.35
TRUE,Brand Strategist,Real Estate,Micro: 1 to 9 employees,-0.4,0.4,0.7,0.7,0.9,0.5,0.4,0.7,0.4,0.5,0.8,0,0,0.6,0.4,0.7,0.4,0.6,0.6,0.7,0.3,0,0.38,0.60,0.40,0.43
TRUE,CIO,Automotive,Medium: 50 to 249 employees,0,0.2,0.5,0.6,0,0.8,0.3,0.6,0.5,0.6,0.8,0.3,0.7,0.4,0.6,0.9,0.6,0.7,0,0,0,0,0.38,0.40,0.58,0.39
TRUE,Legal,LEGAL INDUSTRY,Medium: 50 to 249 employees,0.29,-0.3,0.2,0.3,0.4,0.9,0.4,0.1,0.4,0.2,-0.1,0.3,0.5,0.3,0.7,0.9,0.3,0.5,0.6,0.4,0.3,0.6,0.37,0.32,0.23,0.51
TRUE,Marketing Manager,Fashion,Medium: 50 to 249 employees,0,0.6,0.6,0.4,0.6,0.3,0.5,0.7,0.4,0.6,0.5,0.5,0.7,0.3,0.7,0.4,0.5,0.5,0,0,-0.3,0.4,0.37,0.50,0.57,0.32
TRUE,Legal,Tech,Medium: 50 to 249 employees,0,0,0.3,0.6,0.3,0.5,0.6,0.3,0.5,0.7,0.5,0.6,0.4,0.5,0.8,0.5,0,0.5,0.6,0.3,0,0.4,0.37,0.38,0.50,0.40
TRUE,Legal,Real Estate,Medium: 50 to 249 employees,0,0.7,0.9,0.4,0.7,0,0.5,0,0,0.7,0.3,0,0.6,0.6,0,0.7,0.5,0.7,0.4,0,0.7,0.4,0.37,0.53,0.27,0.46
TRUE,Social Media,Hospitality,Small: 10 to 49 employees,0,0.3,0,0,0,0.6,0.4,0.7,0.7,0.5,0,0,0.7,0.5,0.7,0.8,0.6,0,0.6,0.4,0.6,0.6,0.36,0.22,0.43,0.55
TRUE,Social Media,Automotive,Medium: 50 to 249 employees,0,0.8,0.5,0.4,0.7,0.5,0.7,0.4,0.6,0.3,0.2,0.4,0.5,0.8,0.4,0.5,0.1,0,0.3,-0.1,0.2,0.5,0.36,0.60,0.40,0.32
TRUE,Marketing Manager,EDUCATION SECTOR,Medium: 50 to 249 employees,0.29,0.2,0.4,0.1,0.4,0.7,0.4,0.7,0.5,0.9,0.8,-0.2,0.2,0.3,0.4,-0.2,0.2,0.2,0.5,0.3,0.6,0.4,0.36,0.37,0.48,0.29
TRUE,Brand Strategist,Real Estate,Medium: 50 to 249 employees,0,0.2,0.4,0.8,0.5,0,0,0.7,0.3,0,0.5,0.4,0.6,0.2,0.7,0.4,0.6,0.4,0.7,0.3,0.6,0.4,0.36,0.32,0.42,0.49
TRUE,Legal,FASHION,Large: 250 or more employees,0.22,0.2,0.6,0.9,1,0.5,-0.1,-0.3,0,0.2,0.4,0.7,0.8,0.3,-0.1,0.3,0.2,0.4,0.7,0.4,0.6,0.3,0.36,0.52,0.30,0.39
TRUE,CEO,MUm Advertising Ltd,Small: 10 to 49 employees,0.12,-0.1,0.6,0.9,0.4,0.6,0.2,-0.2,0.3,0.5,0.7,0.3,0.5,0.8,0.6,0.8,0.4,0.4,0.2,-0.1,0.2,0.2,0.36,0.43,0.35,0.40
TRUE,CTO,Healthcare,Small: 10 to 49 employees,0,0.6,0.8,0.6,0.8,0.5,0.8,0.3,0,0,0.6,0,0.8,0.7,0,0,0,0,0,0.5,0.8,0.6,0.35,0.68,0.28,0.34
TRUE,CFO,Entertainment,Large: 250 or more employees,0,0.1,0.3,0,0.2,0.6,0.4,0.5,0.3,0.4,0.5,0.3,0.5,0.4,0.5,0.3,0.6,0.4,0.5,0.7,0.4,0.5,0.35,0.27,0.42,0.48
TRUE,CFO,Healthcare,Medium: 50 to 249 employees,0,-0.1,0.4,0.6,0.5,0.3,0.2,0.4,0.3,0.5,0.4,0.6,0.3,0.6,0.3,0.5,0.4,0.3,0.4,0.4,0.5,0.5,0.35,0.32,0.42,0.42
TRUE,Sales,ariana superforce ltd,Medium: 50 to 249 employees,0.12,0.1,0.4,0.6,0.3,0.2,0.4,0.4,0.6,0.3,0.2,0.3,0.5,0.7,0.8,0.5,0.5,0.3,0.5,-0.1,0.2,0.4,0.35,0.33,0.38,0.43
TRUE,SEO,MEDIA,Medium: 50 to 249 employees,0.12,0.3,0.7,0.9,0.8,0.4,0.1,0.2,0.5,0.8,0.5,-0.1,0.2,-0.1,0.3,0.5,0.7,0.3,0.5,0.2,-0.1,0.4,0.35,0.53,0.35,0.29
TRUE,Brand Strategist,MARKETING INDUSTRY,Medium: 50 to 249 employees,0,-0.1,0.2,0.5,-0.1,0.3,0.4,0.7,0.5,0.2,0.4,0.6,0.4,0.7,0.4,0.3,0.5,0.6,0.3,0.5,0.6,0.4,0.35,0.20,0.47,0.47
TRUE,Legal,LEGAL INDUSTRY,Medium: 50 to 249 employees,0.3,-0.3,0.4,0.6,0.4,0.2,0.3,0,0.7,0.4,0.2,0.3,0.4,0.6,0.4,0.3,0.5,0.3,0.4,0.5,0.6,0.4,0.35,0.27,0.33,0.44
TRUE,CFO,Tech,Medium: 50 to 249 employees,0,0.3,0.8,0.6,0.7,0,0,0.5,0,0.6,0,0.4,0,0.6,0.3,0.6,0.4,0.5,0.7,0.4,0.6,0.4,0.35,0.40,0.25,0.45
TRUE,Brand Strategist,Tech,Small: 10 to 49 employees,0,0.2,0.5,0.2,0.5,0.3,0.6,0.4,0.6,0.3,0.4,0.6,0.5,0.4,0.3,0.3,0.2,0.4,0.5,0.3,0.5,0.3,0.35,0.38,0.47,0.37
TRUE,Legal,Healthcare,Medium: 50 to 249 employees,0,0.3,0.5,0.8,1,0.6,0.3,0.7,0.4,0.4,0.7,0.3,0,0.3,0.5,-0.1,0.3,0.4,0.7,0.3,0,0,0.35,0.58,0.42,0.24
TRUE,Other,Automotive,Micro: 1 to 9 employees,0.05,0,0.4,0,-0.1,0.4,0.4,0.6,0.3,0.5,0.7,0.4,0.6,0.5,0.2,0.5,0.6,0.4,0.3,0.3,0.5,0.4,0.34,0.18,0.52,0.43
TRUE,SEO,Real Estate,Small: 10 to 49 employees,0,0.2,0.4,0.2,0.4,0.6,0.3,0.5,0.3,0.5,0.3,0.6,0.4,0,0.5,0.3,0.4,0.6,0.4,0.5,0.3,0.4,0.34,0.35,0.43,0.38
TRUE,CTO,Tech,Medium: 50 to 249 employees,0.05,0.4,0.7,0.4,0.6,0,0,0.7,0.3,0,0,0.6,0.3,0.6,0,0.7,0,0,0.4,0.8,0.7,0.5,0.33,0.35,0.32,0.40
TRUE,Director,Hospitality,Large: 250 or more employees,0,0.7,0.4,0.6,0.3,0.4,0.4,0.3,0.6,0,0,0.5,0.4,0.5,0.2,0.4,0.7,0.4,0,0.5,0.3,0.4,0.33,0.47,0.30,0.38
TRUE,CEO,finance,Medium: 50 to 249 employees,0.27,-0.2,0.2,0.4,0.2,0.3,0.6,0.3,0.2,-0.1,0.3,0.5,0.2,0.5,0.5,0.3,0.4,0.7,0.3,0.5,0.7,0.3,0.33,0.25,0.23,0.44
TRUE,CFO,fashion industry,Large: 250 or more employees,0,-0.1,0.2,0.4,0.6,0.2,0.3,0.4,0.3,0.2,0.4,0.6,0.4,0.6,0.3,0.4,0.6,0.4,0.6,0.4,0.5,0.3,0.33,0.27,0.38,0.45
TRUE,Director,AI,Medium: 50 to 249 employees,0.12,0.1,0.3,0.4,0.4,0.6,0.7,0.5,0.7,0.7,0.4,0.6,0.3,0,-0.1,0.3,0.2,0.6,0.3,0.5,0.2,-0.1,0.33,0.42,0.53,0.22
TRUE,CTO,Public Relations Company,Large: 250 or more employees,0.12,0.2,0.6,0.4,0.2,0.1,-0.1,0.3,0.6,0.8,0.5,0.8,0.6,0.2,0,-0.1,0.3,0.2,0.5,0.3,0.2,0.8,0.32,0.23,0.60,0.30
TRUE,Legal,Jose Lawfirm Advocates,Small: 10 to 49 employees,0.08,0.1,0.4,0.2,0.6,0.8,0.4,0.3,0.8,-0.1,0.3,0.6,0.7,0.3,0.4,0.1,-0.1,0.3,0.4,0.4,0.2,0.3,0.32,0.42,0.43,0.30
TRUE,R&D,,Micro: 1 to 9 employees,0.12,0.1,0.3,0.5,0.7,0.4,0.4,0.6,0.4,0.5,0.3,0.5,0.2,-0.1,0.2,0.4,0.5,0.3,0.2,0.4,0.3,0.3,0.32,0.40,0.42,0.27
TRUE,Futurist,DATABASE DATA ANALYSIS,Medium: 50 to 249 employees,0,0.1,0.3,0.5,0.3,0.5,0.3,0.3,0.6,0.3,0.5,0.2,0.4,0.2,0.5,0.6,0.4,0.2,0.3,0.5,0.3,0.3,0.32,0.33,0.38,0.37
TRUE,R&D,DATA ANALYSIS FIRM,Small: 10 to 49 employees,0.12,-0.1,0.2,0.6,0.8,0.9,1,0.5,0.2,-0.1,0.2,0.4,0.3,0.5,0.7,0.3,0.5,-0.1,-0.3,0.2,0.5,0.2,0.32,0.57,0.25,0.28
TRUE,Legal,Hospitality,Small: 10 to 49 employees,0,0,0.5,0,0,0.7,0.4,0.9,0.7,1,0.6,0,0,0.9,0.5,0,-0.1,-0.3,0.3,0.4,0.6,0.3,0.31,0.27,0.53,0.26
TRUE,Product Development,Tech,Medium: 50 to 249 employees,0,0,0.3,0.7,0,0,-0.2,-0.3,0,0.6,0.5,0.8,0.3,0,0.5,0.7,0.4,0.7,0.4,0.7,0.5,0.7,0.3,0.13,0.32,0.49
TRUE,CTO,MEDIA,Micro: 1 to 9 employees,0.12,0.1,0.2,-0.2,0.3,0,0.3,0.1,0.5,0,0.2,0.5,0.3,0.5,0.6,0.7,0.4,0.3,0.5,0.7,0.4,0.5,0.3,0.12,0.27,0.49
TRUE,SEO,Real Estate,Small: 10 to 49 employees,0,0.3,0.6,0.8,0.5,0.8,0.4,0,0,0.6,-0.2,0.2,-0.1,0,0.3,0.6,0,0.4,0.7,0.4,0.6,0.4,0.3,0.57,0.08,0.33
TRUE,Director,Retail,Small: 10 to 49 employees,0.2,0.3,0.3,-0.3,0,0.3,0.7,0.5,0,0,0.8,0.5,0,0.7,0.4,0.8,0.4,0,-0.2,0.3,0.6,0.4,0.3,0.22,0.30,0.34
TRUE,Marketing Manager,amilla company LTD,Medium: 50 to 249 employees,0.23,-0.2,0.4,0.2,0.5,0.3,0.5,0.3,0.7,0.4,0.6,0.3,0.3,0.6,0.2,0.2,0.4,0.4,0.2,-0.2,0.2,0.3,0.3,0.28,0.43,0.26
TRUE,Legal,legal field,Large: 250 or more employees,0,0.1,0.3,0.5,0.3,0.6,0.4,0.2,0.5,0.3,0.5,0.2,0.2,0.4,0.4,0.3,0.6,0.2,0.3,0.2,0.4,0.3,0.3,0.37,0.32,0.33
TRUE,CEO,Optimum Advertising Ltd,Small: 10 to 49 employees,0.14,-0.2,0.2,-0.1,0,0,0,-0.4,0.2,0.6,0.9,0.6,0.3,0.5,0.3,0.6,1,0.8,0.5,0.2,0.5,0.3,0.3,-0.02,0.37,0.50
TRUE,Legal,Hospitality,Medium: 50 to 249 employees,-0.4,0.5,0.7,0,0.7,0.8,0.5,0,0.7,0.5,0.7,0.6,0.7,0.6,0,0,0.6,0,0.7,0,0,0,0.3,0.53,0.53,0.26
TRUE,Marketing Manager,IT,Small: 10 to 49 employees,0.12,-0.1,0.3,0.5,0.7,-0.1,0.2,-0.2,0.3,0.6,-0.1,0.3,0.5,0.7,0.4,0.2,-0.1,0.3,0.5,0.4,0.6,0.8,0.29,0.25,0.23,0.43
TRUE,Rather Not Say,Hospitality,Medium: 50 to 249 employees,-0.1,0.8,0.5,0,0.7,0.3,0,0,0,0,0,0,0.7,0.7,0.5,0.3,0,0.6,0.9,0,0.7,0.6,0.29,0.38,0.12,0.50
TRUE,Director,Finance,Small: 10 to 49 employees,0,0,0.2,-0.2,0.4,0.4,0.5,0.8,0.4,0.3,-0.1,0.2,0.3,0.5,0.6,0.2,0.5,0.6,0.5,0,0.3,0.5,0.29,0.22,0.32,0.40
TRUE,Legal,lawfirm,Large: 250 or more employees,0.2,0.1,0.3,0.4,0.2,0.3,0.4,0.4,0.3,0.5,0,0,0.5,0.4,0.5,0,0,0.4,0.5,0.4,0.3,0.4,0.29,0.28,0.28,0.34
TRUE,CFO,Tech,Small: 10 to 49 employees,-0.1,0.3,0.4,0.4,0.5,0.3,0.6,0.3,0.3,0.4,0.5,0.5,0.3,0.4,0.4,0.5,0.2,0,0,0.5,0,0.4,0.29,0.42,0.38,0.27
TRUE,Rather Not Say,Tech,Micro: 1 to 9 employees,-0.1,-0.1,0.2,0.6,0.3,0.7,0,0.7,0.4,0.8,0.4,0,0.2,-0.2,0.2,-0.2,0.5,0.6,0.3,0,0.7,0.9,0.28,0.28,0.42,0.30
TRUE,R&D,Automotive,Large: 250 or more employees,0,0.9,0.7,0,0,0,0,0,0,0,1,0.6,0,0.8,0,0,0.8,0.3,0.6,0.6,0.5,0,0.28,0.27,0.27,0.36
TRUE,Marketing Manager,Tech,Large: 250 or more employees,0,0.4,0,0,0.5,0.1,0.7,0.8,0.4,0,0,-0.2,0.5,0.2,0,0.5,0.8,0.6,0.3,0,0.6,0.4,0.27,0.28,0.25,0.39
TRUE,SEO,Hospitality,Small: 10 to 49 employees,0,0.8,0.7,0.6,0,0.8,0.2,0,0,0,0.5,0.8,0,0.4,-0.2,-0.6,-0.2,0.4,0,0.7,0.6,0.8,0.26,0.52,0.22,0.19
TRUE,Other,Tech,Medium: 50 to 249 employees,0,0,0.8,0.5,0,0,0.4,0.2,0,0,-0.2,0.3,0,0,0.5,0,0.7,0.8,0.4,0,0.9,0.7,0.25,0.28,0.05,0.40
TRUE,Brand Strategist,Hospitality,Medium: 50 to 249 employees,0,0.4,0.5,0,0.4,0,-0.1,0.5,-0.2,0,0.4,0.7,0.3,0,0.2,0.4,0.3,0,0.4,0.7,0.5,0.5,0.25,0.20,0.28,0.33
TRUE,SEO,Fashion,Medium: 50 to 249 employees,0,0,0,0,0.3,0.7,0.4,0.8,-0.2,0.4,0,-0.2,0.4,0.3,0.5,0.7,0.6,0.6,0,0,0.3,0.5,0.25,0.23,0.20,0.39
TRUE,Legal,Education,Small: 10 to 49 employees,0.2,0.7,0,-0.2,0,0,-0.3,0.6,0.8,0.6,0,0.4,0,0.7,0.2,0.5,-0.1,0.3,0.6,0.2,0,0.4,0.25,0.03,0.40,0.28
TRUE,CEO,ADVERTISING AGENCY NY,Small: 10 to 49 employees,0.08,0.1,0.3,0.1,0.4,0.2,0.3,0.2,0.3,0.1,0.4,0.1,0.2,0.3,0.2,0.4,0.2,0.4,0.2,0.4,0.6,0.3,0.25,0.23,0.22,0.32
TRUE,Brand Strategist,Hospitality,Medium: 50 to 249 employees,0,0.3,0.5,0.9,0,0.9,0,0,0,0,0.9,0,0,0.7,0.4,0.6,0,0,0,0.8,-0.4,0.3,0.25,0.43,0.15,0.24
TRUE,Director,Optimum Advertising Ltd,Micro: 1 to 9 employees,0.05,0.1,0.5,0.2,0.2,0.3,0.4,0.3,0.4,0.2,0.4,0.2,0.2,0.3,0.4,0.2,0.4,0.1,0.3,0.4,0.2,0.2,0.25,0.28,0.28,0.27
TRUE,SEO,Real Estate,Small: 10 to 49 employees,0,0.3,0.6,0.4,0.6,0.4,0.7,0.4,0.6,0.3,0.5,0,0.4,0,0,0,0.5,0.3,0,0.5,-0.2,-0.3,0.25,0.50,0.37,0.12
TRUE,CFO,INFORMAL,Small: 10 to 49 employees,0,0.1,0.2,0.4,0.5,0.3,0.1,0.3,0.5,0.3,-0.1,0.2,0.3,0.4,0.5,0.2,-0.1,0.1,0.3,0.4,0.6,0.3,0.24,0.27,0.25,0.30
FALSE,Brand Strategist,POLLING LTD,Micro: 1 to 9 employees,0,0.5,0.3,-0.2,-0.2,0.5,0,0.5,0.5,0,0.5,0.7,0.4,0.7,0,0.7,0.3,0,0.5,0.2,0,-0.2,0.24,0.15,0.43,0.26
TRUE,CTO,cto limited company,Large: 250 or more employees,0.15,-0.2,0.4,0.2,0.6,0.4,0.5,0.3,0.7,0.4,0.2,0.5,0.3,-0.2,0.1,0.2,-0.2,-0.1,0.2,0.5,0.2,0.1,0.23,0.32,0.40,0.11
TRUE,Legal,Real Estate,Small: 10 to 49 employees,0,0,0,0,0,0,0,0,0.3,0,-0.2,0,0.5,0.6,0.3,0.5,0.5,0,0.5,0.8,0.5,0.9,0.22,0.00,0.10,0.51
TRUE,Legal,Automotive,Small: 10 to 49 employees,0,0.6,0.4,0.4,0.6,0.6,0,0,0,0,-0.2,0.2,0,0.4,0,0,0.5,0.2,0.4,0,0.7,0.5,0.22,0.43,0.00,0.27
TRUE,CIO,HARDWARE RESOURCES LTD,Medium: 50 to 249 employees,0.12,-0.1,0.2,0.2,0.4,0.2,-0.1,0.2,0.5,0.2,0.5,0.2,0.5,0.1,0.4,0.1,0.2,-0.1,0.3,0.2,0.5,0.3,0.22,0.13,0.35,0.25
TRUE,Director,finance sector,Large: 250 or more employees,0.05,-0.2,0.2,0.4,0.2,-0.1,0.2,0.5,0.2,0.4,0.5,0.2,0.3,0.4,0.4,0.2,-0.1,0.3,0.4,0.4,0.2,0.2,0.22,0.12,0.35,0.27
TRUE,Legal,SERVICE INDUSTRY,Small: 10 to 49 employees,0.12,0.3,0.6,-0.2,-0.6,-0.8,-0.5,0.2,0.3,0.5,0.7,0.3,0.5,0.3,0.4,0.7,0.4,0.6,0.4,0.3,0.5,0,0.22,-0.20,0.42,0.41
TRUE,Futurist,Tech,Micro: 1 to 9 employees,0,0.6,0.9,0,0.6,0,0.6,0,0,0,0.5,0,0,0.3,0,0.6,0,0,0.7,0,0.6,-0.2,0.22,0.45,0.08,0.20
TRUE,Other,OptimIm Advertising Ltd,Large: 250 or more employees,0.22,0.1,0.4,0.2,-0.1,0.2,0.9,0.4,-0.3,-0.2,0.3,0.4,0.2,0.3,0.2,-0.2,0.2,0.4,0.3,0.3,-0.1,0.4,0.21,0.28,0.13,0.20
TRUE,SEO,Finance,Small: 10 to 49 employees,0,0.4,0.7,0.5,-0.2,0.2,0.3,-0.1,-0.3,0.3,0.4,0.2,0.3,0.6,0.4,-0.2,-0.3,-0.3,0.4,0.6,0.4,0.6,0.2,0.32,0.13,0.25
TRUE,Legal,Education,Medium: 50 to 249 employees,0.5,0.8,0.4,0.8,-0.5,-0.2,0,0,0,0.4,0.7,-0.1,0,0.3,0.6,-0.2,-0.4,0,0.6,-0.2,0,0.3,0.2,0.22,0.17,0.10
TRUE,CIO,media industry,Medium: 50 to 249 employees,0,-0.1,0.2,0.4,0.5,0.3,0.2,-0.1,0.2,0.4,0.2,0.3,0.2,-0.1,0.3,0.4,0.3,0.2,0.3,0.1,0.4,0.2,0.2,0.25,0.20,0.23
TRUE,CIO,Healthcare,Medium: 50 to 249 employees,0,0.3,0.7,0,0.6,0.5,0.3,0.7,0.4,0,0.6,0,0.7,0,-0.1,-0.4,0,0,0.2,0.4,-0.3,0.2,0.2,0.40,0.40,0.07
TRUE,Public Relations,HR FIELD,Medium: 50 to 249 employees,0.22,-0.3,-0.2,0.2,0.4,-0.1,0.2,0.4,0.1,0.5,0.2,-0.1,0.2,0.5,0.2,0.4,0.6,0.7,0.2,0.1,-0.1,0.1,0.2,0.03,0.22,0.29
TRUE,Public Relations,Superforce PR ltd,Large: 250 or more employees,0.18,0.2,0.4,0.3,0.4,0.6,0.3,0.5,0.2,-0.2,-0.1,-0.1,-0.4,0.2,-0.1,0.3,0.2,0.3,-0.1,0.3,0.4,0.3,0.19,0.37,-0.02,0.14
TRUE,Data Analyst,MEDIA,Micro: 1 to 9 employees,0.37,0,0,0.2,0.5,0,-0.1,0.4,0,-0.2,0,0.3,0.5,0.7,0,0.2,0.3,0.7,0,0,0,0,0.19,0.10,0.17,0.24
TRUE,CIO,Real Estate,Small: 10 to 49 employees,0,0.2,0.3,0.3,0.4,0,0,0,0.4,0,0.3,0.4,0.4,0.5,0,0.5,0,0.5,0.4,0,0,0,0.19,0.20,0.25,0.23
TRUE,Marketing Manager,Education,Medium: 50 to 249 employees,0,0.7,0.4,0.8,0.5,0.4,0.7,0.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.58,0.18,0.00
TRUE,CIO,Ovo advertising company,Micro: 1 to 9 employees,0.15,0.9,0.7,0.1,0.4,0.6,-0.2,-0.4,-0.1,-0.9,0.3,-0.1,0.2,0.3,-0.2,0.3,0.2,0.4,0.1,0.4,0.2,0.6,0.18,0.42,-0.17,0.25
TRUE,Legal,Retail,Large: 250 or more employees,0,0.3,0.5,0.7,0.3,0.5,0.6,0.3,0.6,0.3,-0.1,0,-0.3,-0.6,-0.4,0,0.2,-0.1,0.2,0.4,0.6,0.4,0.18,0.48,0.13,0.04
TRUE,Social Media,Entertainment,Small: 10 to 49 employees,-0.5,0.4,0.8,0.5,0.6,0.4,0.7,0.4,0.7,0.4,0,-0.2,0.2,0.4,-0.3,0.2,0.3,-0.3,0.2,0.2,-0.1,0.3,0.18,0.57,0.25,0.11
TRUE,Legal,Education,Large: 250 or more employees,0,0.3,0.5,0.8,0.4,0,0.7,0.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.45,0.28,0.00
TRUE,Other,Retail,Medium: 50 to 249 employees,-0.17,0,0.3,0.7,0.3,0.5,0.7,0.3,0.6,0.4,0.6,0,0,0,0.6,0,0.4,-0.1,0.3,-0.4,-0.1,-0.3,0.18,0.42,0.32,0.04
TRUE,Product Development,Education,Small: 10 to 49 employees,0,0.8,0.6,0.8,0.6,0.8,0.6,0.4,0,0,-0.2,0,-0.4,0,0,-0.2,-0.5,0,0,-0.2,0.4,0.6,0.17,0.70,-0.03,-0.03
TRUE,CEO,Accrington LTD,Small: 10 to 49 employees,0.29,-0.1,0.2,0.5,0.3,0.6,0.8,0.9,0.2,0.2,0.4,0.8,-0.1,-0.4,-0.6,-0.4,-0.2,-0.7,-0.2,0.2,0.2,0.5,0.17,0.38,0.40,-0.17
TRUE,CFO,FASHIONWARE LTD,Large: 250 or more employees,0.12,0.1,0.6,0.2,-0.1,-0.3,0.5,0.1,0.3,-0.1,-0.3,-0.6,0.3,0.7,0.3,-0.1,0.2,0.4,0.5,0.2,0.4,0.3,0.17,0.17,-0.05,0.32
TRUE,Legal,Hospitality,Small: 10 to 49 employees,0,0,0.7,0.6,0,-0.4,0,-0.5,-0.9,0,0,0.1,0.5,0,0,0.8,0.6,0,0.8,0.8,0.7,0.3,0.17,0.15,-0.13,0.45
TRUE,Sales,Retail,Small: 10 to 49 employees,0.15,0.6,0.5,0.2,0.8,0.1,-0.1,0.5,-0.3,0,1,0.2,-0.2,0.1,0.2,0.1,0.1,-0.2,-0.1,0.1,0.1,0,0.17,0.35,0.20,0.02
TRUE,SEO,Finance,Large: 250 or more employees,0,0.2,0.3,-0.3,0.2,-0.3,0.2,-0.2,0.2,-0.2,0.3,-0.2,0.4,0.2,0.4,0.2,0.2,0.4,0.6,0.3,0.6,0.4,0.16,0.05,0.05,0.37
TRUE,CFO,sports industry,Medium: 50 to 249 employees,0.25,0.2,0.4,0.2,0.2,-0.1,0.2,0.3,0.1,-0.1,0.2,-0.1,0.1,0.2,0.3,-0.1,0.2,0.3,0.2,0.1,-0.1,0.3,0.16,0.18,0.08,0.15
TRUE,Marketing Manager,Retail,Large: 250 or more employees,0,0.3,0,0.3,0.3,0.1,0.3,0.2,0.3,0.2,-0.2,0.3,0,0.3,0.3,0.1,0.1,0,0.3,0.3,0.2,0.1,0.16,0.22,0.13,0.17
TRUE,CEO,Entertainment,Small: 10 to 49 employees,0,0.2,-0.2,0.1,-0.2,0.3,0.5,0.3,0,0.6,0.1,-0.2,-0.2,0.4,0,0.5,0.5,0.2,0,0.3,0.5,-0.2,0.15,0.12,0.10,0.20
TRUE,CTO,Fashion,Small: 10 to 49 employees,0.15,0.5,0,0,0.4,0,-0.4,0,0,0,-0.2,0.3,0,0.4,-0.3,0.2,0.3,0,0.5,0,0.4,0.7,0.14,0.08,0.02,0.22
TRUE,CTO,Real Estate,Large: 250 or more employees,0,0,0.2,0.6,0,-0.2,0.5,0,0.3,0.5,0,0,0.5,-0.2,0,0.2,0,0.3,0.4,0,0.5,-0.2,0.14,0.18,0.22,0.15
TRUE,Marketing Manager,Healthcare,Small: 10 to 49 employees,0.05,-0.3,0.3,-0.3,0.2,0.2,0.3,0.1,-0.3,0.3,0,0.3,0.2,0.3,0.3,0,0.2,0.3,0.1,0.1,0.3,0.3,0.13,0.07,0.10,0.21
TRUE,CTO,Education,Medium: 50 to 249 employees,0.5,-0.3,0.3,0,0.3,0.1,-0.3,0,0,0.2,0.3,0.1,0,0.3,-0.3,-0.2,0.2,0.2,0.3,0.2,0.3,0,0.13,0.02,0.10,0.10
TRUE,Technology,Tech,Micro: 1 to 9 employees,0,0,0.2,0,0,0,0.3,0.2,0.3,-0.3,0,0.3,-0.3,0.2,0.3,0.3,0.3,-0.1,0.3,0.3,0.3,0.3,0.12,0.08,0.03,0.19
TRUE,CIO,POLLOFEST POLLING LTD,Medium: 50 to 249 employees,0.17,-0.2,-0.4,-0.2,0.2,0.7,-0.1,0.2,-0.4,0.2,-0.1,0.3,0.1,0.4,0.3,0.1,-0.1,0.3,0.5,0.2,0.3,0.1,0.12,0.00,0.05,0.22
TRUE,Legal,Entertainment,Large: 250 or more employees,0.5,0.3,0,0.3,-0.3,-0.3,0.2,0.2,0.2,0.2,0.3,-0.2,-0.1,0.1,0.2,0,0.1,0.1,-0.2,0.2,0.1,0,0.12,0.03,0.10,0.05
TRUE,CEO,Retail,Micro: 1 to 9 employees,-0.17,0.2,-0.2,0,0.1,-0.3,0.2,-0.1,0.1,-0.2,0.7,0.2,-0.1,0.8,-0.2,0.3,1,1,-0.2,-0.2,0.3,0,0.12,0.00,0.10,0.27
TRUE,Marketing Manager,Entertainment,Micro: 1 to 9 employees,0,0.2,0,0.2,0,0,0.3,0,0,0.7,1,0,0.2,0,0,0,0.3,-0.3,0,0.3,0,0,0.12,0.12,0.32,0.05
TRUE,CIO,Healthcare,Medium: 50 to 249 employees,0.15,0.3,0.2,0.2,0.3,0.3,0.2,0.2,-0.3,0.3,0.2,-0.2,-0.3,0.3,0,0.3,0.2,-0.3,-0.3,0.3,0.1,0.3,0.11,0.25,-0.02,0.06
